daily_travel_time,vehicle_ownership,location_type,nearby_industries,green_space_access,home_air_quality,work_location_type,smoker_in_household,noise_pollution_level,use_of_air_purifiers,awareness_level,years_in_location,pollution_exposure_score,risk_category
,,Semi-Urban,0.0,Low,66.2,Remote,False,63.6,True,Low,40.0,41.29,Medium
,Car,Semi-Urban,2.0,Moderate,68.2,Factory,False,45.7,False,Low,14.0,48.59,Medium
34.5,None,Semi-Urban,1.0,Moderate,57.8,Factory,False,44.9,True,Low,18.0,31.54,Medium
29.7,,Semi-Urban,1.0,Moderate,71.1,Office,False,27.6,False,High,10.0,29.27,Low
62.5,Public Only,Semi-Urban,2.0,,55.5,Office,False,46.9,True,High,,30.12,Medium
30.8,None,Rural,2.0,,57.6,Factory,False,48.2,True,Medium,23.0,27.33,Low
57.9,None,Urban,,High,81.1,Remote,False,95.1,False,Low,38.0,48.13,Medium
37.4,Two-wheeler,Semi-Urban,2.0,Moderate,76.5,Remote,False,60.4,False,Low,10.0,35.07,Medium
,Car,Urban,5.0,Low,59.8,Factory,False,50.0,False,Low,18.0,70.8,High
33.6,None,Urban,3.0,Moderate,90.3,Office,True,73.6,True,Medium,4.0,37.77,Medium
21.4,Two-wheeler,Urban,3.0,Moderate,58.8,Remote,False,67.7,False,,3.0,35.43,Medium
45.7,Car,Rural,1.0,Low,52.4,,False,20.9,False,High,29.0,39.92,Medium
21.2,Public Only,Semi-Urban,0.0,Low,61.9,Fieldwork,False,63.2,True,Medium,12.0,30.77,Medium
63.5,Public Only,Semi-Urban,2.0,,64.5,Office,False,52.0,True,Medium,6.0,34.56,Medium
43.2,Car,Urban,0.0,Low,42.1,Office,False,36.0,True,Medium,38.0,49.96,Medium
41.4,None,Urban,1.0,Moderate,67.3,Factory,False,29.3,False,Medium,24.0,38.28,Medium
58.1,None,Rural,1.0,Low,91.7,Fieldwork,False,47.1,False,Medium,28.0,40.18,Medium
64.3,Public Only,Urban,1.0,Moderate,74.3,Remote,False,49.8,False,,37.0,35.76,Medium
44.6,Public Only,Urban,1.0,Low,70.0,Factory,False,73.0,False,Medium,32.0,53.59,Medium
29.6,None,Urban,1.0,High,67.2,Office,True,5.0,True,Low,19.0,30.84,Medium
9.5,Car,Semi-Urban,4.0,Moderate,45.0,Fieldwork,False,24.8,False,Medium,5.0,54.11,Medium
31.3,Public Only,Urban,3.0,Low,45.1,Remote,True,53.9,True,Medium,4.0,50.69,Medium
,None,Urban,2.0,Moderate,62.4,Remote,False,47.2,False,Medium,30.0,33.34,Medium
,Car,Semi-Urban,2.0,Moderate,53.6,Fieldwork,False,52.2,True,Medium,27.0,42.49,Medium
38.1,Two-wheeler,Urban,2.0,Moderate,38.3,Factory,False,40.8,False,Low,34.0,57.23,Medium
58.8,,Semi-Urban,1.0,High,54.7,Fieldwork,False,55.0,False,Medium,6.0,40.82,Medium
32.7,None,Urban,1.0,Moderate,66.8,Remote,False,18.2,False,Low,15.0,30.69,Medium
43.9,Car,Urban,4.0,,68.7,Remote,True,92.0,False,Medium,21.0,60.39,Medium
68.7,None,Semi-Urban,4.0,Moderate,47.5,Fieldwork,False,58.4,False,High,34.0,60.89,Medium
51.8,Public Only,Rural,3.0,Moderate,59.3,Factory,False,59.1,False,High,30.0,41.19,Medium
43.8,,Semi-Urban,,Low,66.2,Fieldwork,False,28.7,False,High,5.0,42.43,Medium
33.0,Public Only,Semi-Urban,0.0,High,41.0,Office,False,38.2,False,Medium,14.0,26.11,Low
32.3,Public Only,Urban,2.0,Low,48.4,Office,True,60.2,True,,24.0,54.43,Medium
28.0,None,Urban,3.0,Moderate,59.8,Remote,False,43.0,False,Medium,36.0,38.02,Medium
34.2,None,Urban,0.0,High,46.4,Office,False,55.4,False,High,15.0,30.95,Medium
60.1,,Rural,1.0,Low,55.1,Office,False,34.4,True,Medium,24.0,28.27,Low
40.6,None,Rural,2.0,Low,97.4,Fieldwork,False,23.2,False,High,28.0,41.5,Medium
18.0,Public Only,Rural,1.0,Moderate,37.4,Factory,False,72.2,False,Medium,24.0,38.56,Medium
80.4,None,Urban,2.0,,81.4,Office,False,32.1,True,Medium,,36.13,Medium
51.4,None,Semi-Urban,3.0,Moderate,65.1,Factory,False,68.2,False,,7.0,50.35,Medium
16.9,Public Only,Semi-Urban,1.0,Low,41.6,Fieldwork,True,33.2,True,Low,10.0,47.42,Medium
36.2,Two-wheeler,Semi-Urban,0.0,Moderate,70.2,,False,46.8,True,Medium,33.0,23.84,Low
47.2,Two-wheeler,Semi-Urban,0.0,Moderate,60.6,Factory,False,42.3,False,Medium,38.0,32.91,Medium
,Car,Semi-Urban,2.0,High,78.1,,False,45.8,True,Medium,9.0,37.86,Medium
22.8,,Urban,2.0,Moderate,69.9,Factory,False,65.2,False,High,39.0,46.52,Medium
64.5,None,Urban,2.0,Moderate,62.9,Remote,False,82.6,False,Medium,21.0,41.85,Medium
73.0,Car,Urban,3.0,Moderate,55.4,,False,46.2,False,Medium,29.0,62.54,Medium
32.4,Two-wheeler,Urban,1.0,Moderate,77.5,Factory,False,52.4,False,Medium,29.0,37.57,Medium
39.4,Two-wheeler,Urban,2.0,Moderate,54.1,Factory,False,44.6,False,Medium,6.0,39.17,Medium
24.3,Public Only,Urban,3.0,Low,39.0,Fieldwork,False,51.7,False,Medium,4.0,56.55,Medium
40.9,None,Urban,1.0,Low,31.6,Office,False,35.6,False,Medium,19.0,46.19,Medium
44.3,None,Semi-Urban,,Moderate,41.5,Fieldwork,True,29.3,False,Medium,11.0,43.58,Medium
58.2,Car,Rural,,Moderate,72.0,Factory,False,56.5,False,Medium,19.0,40.37,Medium
66.8,Two-wheeler,Rural,3.0,Moderate,54.6,Fieldwork,False,54.5,False,Medium,7.0,37.99,Medium
30.0,Car,Urban,2.0,Low,48.4,Remote,True,72.7,True,Low,20.0,66.64,Medium
5.7,Car,Urban,1.0,High,53.5,Office,False,51.0,True,Low,7.0,28.9,Low
44.6,Car,Urban,3.0,Low,72.4,Office,True,49.1,True,Low,12.0,58.91,Medium
50.9,None,Rural,1.0,High,69.5,Fieldwork,False,60.4,False,Low,15.0,36.58,Medium
50.0,Two-wheeler,Semi-Urban,1.0,High,62.4,Office,False,69.7,False,Medium,16.0,29.49,Low
38.5,Car,Urban,5.0,Moderate,51.0,Fieldwork,False,46.8,False,High,10.0,60.14,Medium
47.5,Two-wheeler,Rural,3.0,Low,54.1,Remote,False,0.0,True,High,16.0,33.49,Medium
75.3,Two-wheeler,Urban,1.0,Low,58.0,Factory,False,29.0,True,High,25.0,48.92,Medium
,Car,Rural,1.0,,46.6,Factory,True,71.4,True,Medium,9.0,50.93,Medium
37.5,,Urban,2.0,High,58.3,,True,84.1,True,Medium,1.0,42.38,Medium
,Public Only,Urban,,High,45.8,Remote,False,76.7,True,Low,13.0,44.06,Medium
41.6,None,Semi-Urban,1.0,High,65.5,Office,False,41.2,False,Low,21.0,28.89,Low
77.7,Two-wheeler,Rural,6.0,Low,67.2,Fieldwork,False,43.4,False,High,26.0,65.52,Medium
41.3,Car,Rural,2.0,Moderate,76.8,,False,64.8,False,Medium,16.0,36.84,Medium
44.6,Car,Semi-Urban,5.0,High,63.9,Fieldwork,False,62.0,True,Medium,1.0,55.19,Medium
35.4,Two-wheeler,Urban,5.0,Moderate,63.4,Factory,False,0.3,False,,34.0,56.74,Medium
67.0,Car,Urban,3.0,Moderate,47.5,Office,False,50.9,False,,,63.43,Medium
84.2,Public Only,Rural,1.0,Low,59.3,Fieldwork,False,48.9,True,High,3.0,35.93,Medium
54.0,Two-wheeler,Semi-Urban,2.0,Low,44.7,Remote,True,27.0,False,Low,14.0,56.51,Medium
46.7,,Semi-Urban,1.0,Low,34.4,Office,False,38.1,True,Low,35.0,54.49,Medium
45.7,Two-wheeler,Urban,4.0,,56.0,Remote,False,55.3,True,Medium,20.0,47.22,Medium
0.0,Car,Semi-Urban,0.0,Moderate,52.4,Factory,True,45.6,False,Medium,34.0,37.14,Medium
59.9,Car,Urban,2.0,Moderate,69.2,Remote,False,68.6,False,High,27.0,50.98,Medium
,None,Semi-Urban,1.0,Moderate,45.6,Factory,False,85.2,False,High,36.0,50.41,Medium
53.6,Two-wheeler,Rural,1.0,High,100.0,Remote,True,68.9,False,Low,32.0,37.41,Medium
30.8,None,Semi-Urban,2.0,High,52.8,Remote,False,58.9,False,Low,31.0,33.19,Medium
,Car,Urban,3.0,Low,58.9,Office,False,47.0,True,Medium,6.0,47.67,Medium
36.8,Two-wheeler,Urban,5.0,Low,51.5,Factory,False,65.9,False,High,33.0,70.15,High
65.4,Two-wheeler,Urban,0.0,Moderate,71.7,Remote,False,37.5,False,High,38.0,31.7,Medium
37.4,Public Only,Rural,1.0,Moderate,56.8,Remote,False,39.1,False,Medium,29.0,20.69,Low
86.7,Public Only,Urban,3.0,Moderate,45.3,Fieldwork,False,25.4,False,,21.0,61.77,Medium
53.6,Car,Rural,1.0,,32.5,Remote,False,19.0,False,Medium,40.0,43.29,Medium
19.5,Car,Semi-Urban,1.0,Low,68.6,Office,False,75.6,True,Low,25.0,43.44,Medium
,Car,Semi-Urban,1.0,Moderate,69.7,,False,55.4,False,Medium,15.0,39.52,Medium
32.0,,Rural,2.0,High,65.1,Factory,False,60.6,True,Low,24.0,45.48,Medium
1.1,Public Only,Semi-Urban,4.0,Moderate,56.8,,False,47.5,False,Low,8.0,32.71,Medium
,Two-wheeler,Rural,2.0,Moderate,55.2,Office,False,87.8,False,High,14.0,33.94,Medium
59.1,None,Urban,4.0,Low,71.7,Fieldwork,True,85.2,False,Low,20.0,74.46,High
55.7,Two-wheeler,Semi-Urban,,Low,58.5,,False,49.7,True,Low,33.0,37.96,Medium
48.3,Two-wheeler,Semi-Urban,1.0,Moderate,76.9,Remote,False,49.4,False,Medium,36.0,28.31,Low
17.4,Public Only,Urban,,Moderate,58.5,Fieldwork,True,45.6,False,Low,35.0,47.51,Medium
35.3,Two-wheeler,Semi-Urban,,Moderate,58.0,Fieldwork,False,27.7,False,Medium,38.0,33.46,Medium
61.8,Two-wheeler,Semi-Urban,1.0,Low,65.6,Office,False,41.8,True,,7.0,30.0,Low
24.0,,Rural,2.0,Moderate,80.9,Factory,False,43.7,False,Low,,44.06,Medium
0.0,,Urban,0.0,Low,77.7,Factory,False,5.7,False,Medium,12.0,33.23,Medium
40.5,Two-wheeler,Semi-Urban,,Moderate,59.3,Factory,False,4.4,False,Medium,16.0,32.24,Medium
42.2,Two-wheeler,Urban,1.0,High,54.4,Factory,False,48.7,True,Medium,17.0,32.72,Medium
47.7,None,Semi-Urban,,Moderate,41.9,Office,True,66.6,False,Low,35.0,45.79,Medium
59.6,Car,Urban,4.0,Low,70.4,Remote,False,34.6,False,,23.0,63.53,Medium
57.8,Public Only,Semi-Urban,1.0,High,33.2,Remote,False,85.0,True,Medium,22.0,36.38,Medium
50.2,Public Only,Urban,1.0,Moderate,85.6,,False,44.4,False,Low,15.0,40.9,Medium
68.9,Two-wheeler,Urban,3.0,High,72.6,Remote,False,33.1,True,High,25.0,38.9,Medium
14.6,Car,Urban,0.0,Moderate,48.8,Factory,False,21.5,False,Medium,20.0,46.13,Medium
55.1,Public Only,Urban,,Moderate,78.5,Fieldwork,False,52.0,True,Medium,5.0,26.67,Low
,Public Only,Semi-Urban,5.0,Moderate,68.2,Factory,False,9.8,False,High,29.0,55.35,Medium
20.2,Public Only,Rural,,Low,67.0,Fieldwork,False,35.0,True,Low,4.0,38.06,Medium
14.9,Public Only,Urban,1.0,Moderate,56.0,Fieldwork,False,50.9,False,High,32.0,33.22,Medium
30.1,Public Only,Urban,3.0,Moderate,68.3,Fieldwork,False,22.1,False,Low,25.0,47.99,Medium
31.8,Two-wheeler,Urban,4.0,Moderate,38.7,Office,False,39.5,True,Low,37.0,52.2,Medium
60.1,,Semi-Urban,4.0,Moderate,60.9,Factory,False,50.5,True,Low,25.0,50.65,Medium
32.7,Two-wheeler,Urban,0.0,Moderate,49.8,Office,False,25.6,True,Medium,8.0,25.0,Low
27.9,None,Urban,3.0,Low,55.7,Office,False,63.0,False,Medium,,50.97,Medium
32.8,,Urban,4.0,Low,49.7,Fieldwork,False,68.8,True,High,22.0,65.7,Medium
67.4,Car,Urban,3.0,Low,50.4,Factory,False,29.8,False,Medium,39.0,72.21,High
45.3,Two-wheeler,Urban,3.0,Moderate,79.3,Remote,False,46.0,True,High,19.0,33.63,Medium
41.4,,Urban,2.0,Low,38.5,Factory,False,47.5,False,Medium,25.0,69.55,Medium
42.8,None,Semi-Urban,2.0,Low,66.1,Fieldwork,False,56.9,False,Medium,4.0,42.08,Medium
70.8,None,Semi-Urban,2.0,Low,43.0,Fieldwork,True,44.0,False,Low,32.0,69.8,Medium
30.0,None,Urban,2.0,,79.8,Fieldwork,True,35.6,False,High,36.0,45.49,Medium
71.3,None,Semi-Urban,5.0,Moderate,66.4,Factory,False,28.9,False,Medium,35.0,58.87,Medium
49.2,,Urban,2.0,Low,38.9,Fieldwork,True,66.7,False,Medium,32.0,70.4,High
41.8,None,Rural,1.0,Moderate,65.0,Fieldwork,False,38.4,True,Low,16.0,26.26,Low
95.0,Public Only,Urban,2.0,Moderate,49.6,Factory,False,34.5,False,Medium,25.0,61.3,Medium
,Public Only,Semi-Urban,3.0,Moderate,63.4,Remote,False,70.9,False,Low,29.0,40.49,Medium
37.9,Car,Semi-Urban,0.0,Low,40.1,Office,False,52.9,False,High,6.0,43.34,Medium
20.4,Public Only,Urban,0.0,Moderate,78.5,Office,False,29.6,False,High,15.0,19.61,Low
64.0,Car,Rural,1.0,Low,30.0,Office,False,46.1,True,Low,7.0,48.16,Medium
78.8,Public Only,Urban,5.0,Moderate,47.9,Remote,False,30.6,False,Low,19.0,66.24,Medium
78.4,Public Only,Semi-Urban,3.0,Moderate,43.8,Remote,True,26.4,True,Medium,25.0,49.47,Medium
69.5,None,Urban,3.0,Moderate,65.7,Fieldwork,False,39.1,False,Medium,22.0,50.01,Medium
41.0,Two-wheeler,Urban,2.0,Low,52.6,Remote,False,45.9,False,High,16.0,41.23,Medium
37.7,Public Only,Semi-Urban,1.0,Moderate,57.2,Fieldwork,False,37.7,False,Medium,7.0,28.37,Low
11.6,Two-wheeler,Urban,1.0,Low,50.4,Office,False,60.8,False,High,27.0,37.95,Medium
85.7,Two-wheeler,Urban,0.0,High,39.5,Office,False,63.0,False,High,3.0,42.42,Medium
54.4,Two-wheeler,Urban,,Moderate,56.6,Remote,True,35.8,False,Low,34.0,51.24,Medium
35.2,Public Only,Semi-Urban,1.0,Moderate,40.5,Office,True,46.5,True,Low,28.0,37.87,Medium
71.6,Two-wheeler,Urban,3.0,Moderate,32.5,Remote,False,40.6,False,High,14.0,50.74,Medium
25.5,Public Only,Urban,1.0,Low,69.4,Office,False,30.2,True,High,25.0,31.19,Medium
53.1,None,Semi-Urban,1.0,High,41.4,Factory,False,53.1,False,Medium,3.0,41.07,Medium
,Public Only,Urban,1.0,High,81.9,Remote,False,12.4,True,Medium,16.0,23.55,Low
57.8,Car,Urban,0.0,Moderate,81.3,Factory,False,30.8,False,Low,11.0,47.76,Medium
43.7,None,Urban,0.0,Moderate,73.3,Fieldwork,False,26.7,False,Low,7.0,33.89,Medium
,Two-wheeler,Urban,2.0,Moderate,43.0,Remote,True,31.9,False,High,19.0,41.75,Medium
46.5,Two-wheeler,Urban,2.0,High,91.8,Fieldwork,False,28.3,False,Low,2.0,42.38,Medium
66.0,Car,Rural,,Low,24.7,Fieldwork,True,17.7,False,Medium,9.0,64.85,Medium
44.4,None,Urban,1.0,Moderate,46.8,Fieldwork,False,44.2,False,Low,35.0,52.31,Medium
60.5,Car,Urban,,Moderate,72.5,Office,False,42.6,False,,30.0,51.62,Medium
24.1,Two-wheeler,Urban,2.0,Moderate,71.3,Factory,False,49.8,False,Medium,33.0,41.24,Medium
44.5,Public Only,Urban,3.0,,49.1,Office,False,54.7,False,Medium,9.0,45.04,Medium
32.5,Two-wheeler,Semi-Urban,3.0,Moderate,48.2,Remote,False,58.1,True,Medium,35.0,38.65,Medium
59.9,Car,Urban,1.0,High,56.8,Office,False,33.9,True,Low,13.0,39.61,Medium
45.6,Public Only,Urban,3.0,Moderate,58.7,Office,False,51.2,False,Medium,36.0,41.16,Medium
58.8,Public Only,Urban,2.0,Moderate,53.0,Factory,False,44.8,False,Low,3.0,46.52,Medium
66.8,Two-wheeler,Rural,3.0,Moderate,84.9,Office,False,47.8,False,Medium,18.0,32.83,Medium
58.8,Public Only,Urban,4.0,Moderate,49.7,Office,False,40.9,False,Low,9.0,56.47,Medium
50.5,None,Urban,2.0,Moderate,82.0,,False,34.0,True,High,1.0,26.91,Low
25.0,,Semi-Urban,5.0,High,66.1,Office,False,45.1,False,Low,1.0,40.16,Medium
44.9,Two-wheeler,Urban,1.0,High,75.3,Factory,False,40.5,True,Medium,34.0,36.24,Medium
34.3,None,Semi-Urban,1.0,Low,37.6,Remote,False,56.0,False,High,36.0,43.59,Medium
38.1,,Semi-Urban,3.0,High,75.4,,False,68.9,True,High,3.0,29.52,Low
37.5,Car,Urban,1.0,Moderate,74.9,Fieldwork,False,31.2,True,Low,,41.31,Medium
25.4,Car,Semi-Urban,0.0,Low,50.0,Fieldwork,False,39.3,True,Medium,10.0,35.61,Medium
5.9,Two-wheeler,Rural,1.0,Moderate,72.7,Fieldwork,False,96.4,False,High,31.0,26.98,Low
31.6,None,Semi-Urban,1.0,Moderate,37.8,,True,13.6,False,Medium,28.0,37.25,Medium
48.9,Public Only,Rural,5.0,High,52.9,Factory,False,17.8,False,,40.0,51.33,Medium
18.0,,Urban,2.0,Low,77.5,Factory,True,71.1,True,Medium,28.0,52.6,Medium
45.3,Car,Urban,2.0,Moderate,57.3,Fieldwork,False,88.3,False,High,8.0,52.12,Medium
83.0,Two-wheeler,Rural,3.0,Moderate,56.0,,False,79.1,True,Low,11.0,38.91,Medium
65.5,None,Urban,4.0,Low,81.1,Factory,False,56.3,True,High,17.0,59.07,Medium
77.9,Public Only,Rural,1.0,Low,30.7,Office,False,41.4,False,Medium,24.0,44.75,Medium
52.8,Public Only,Urban,2.0,Moderate,57.3,Fieldwork,False,44.5,False,High,32.0,44.39,Medium
68.4,Public Only,Rural,,Moderate,59.0,Office,True,58.0,False,,36.0,36.31,Medium
30.5,Public Only,Urban,0.0,Low,48.0,Remote,False,68.7,False,Medium,,46.11,Medium
32.1,None,Urban,2.0,Low,80.6,Fieldwork,True,60.7,True,Low,7.0,54.04,Medium
0.0,Public Only,Rural,3.0,Moderate,46.3,Office,False,9.7,False,,23.0,30.74,Medium
68.7,Car,Urban,,High,46.5,Factory,False,26.5,False,High,16.0,63.92,Medium
,Public Only,Urban,2.0,High,22.9,Remote,False,55.6,False,Low,28.0,53.98,Medium
33.9,,Urban,3.0,Moderate,76.7,Office,True,22.3,True,Low,38.0,52.76,Medium
39.9,None,Semi-Urban,1.0,Moderate,55.1,Factory,False,11.9,False,Medium,15.0,31.97,Medium
29.9,Car,Rural,0.0,High,55.1,Remote,True,67.5,False,Low,4.0,32.68,Medium
52.7,None,Urban,2.0,High,56.8,Remote,False,55.2,False,Medium,15.0,34.23,Medium
67.5,Public Only,Urban,1.0,Low,77.9,Remote,False,81.0,True,Low,27.0,47.89,Medium
10.1,Two-wheeler,Urban,3.0,Moderate,84.2,Remote,False,69.4,True,Medium,40.0,35.56,Medium
53.2,Car,Semi-Urban,2.0,High,34.0,Office,False,37.5,False,Low,25.0,53.87,Medium
39.5,Car,Urban,0.0,High,53.1,Fieldwork,False,54.9,False,Low,1.0,40.95,Medium
47.3,Two-wheeler,Urban,2.0,Moderate,43.0,Fieldwork,False,34.2,False,Medium,28.0,51.58,Medium
54.2,None,Urban,4.0,Moderate,56.6,Office,False,17.7,False,Medium,12.0,42.85,Medium
41.2,None,Semi-Urban,2.0,Moderate,58.6,Fieldwork,False,73.9,True,Medium,3.0,32.74,Medium
42.9,Public Only,Rural,1.0,High,34.2,,False,46.1,False,Medium,21.0,38.01,Medium
40.7,Car,Semi-Urban,1.0,Low,65.5,Factory,True,77.0,True,Medium,27.0,56.45,Medium
64.4,None,Urban,2.0,Moderate,53.3,Office,False,52.2,True,,25.0,38.1,Medium
53.4,Public Only,Semi-Urban,1.0,Moderate,71.7,Office,True,55.6,False,High,,32.4,Medium
49.4,None,Semi-Urban,1.0,High,60.5,Fieldwork,False,61.5,False,Low,27.0,42.89,Medium
19.6,Two-wheeler,Urban,3.0,Moderate,34.3,Remote,False,46.3,False,,31.0,44.52,Medium
37.4,Two-wheeler,Urban,2.0,Moderate,69.2,Remote,False,45.3,False,,14.0,31.35,Medium
63.0,Two-wheeler,Urban,2.0,,39.9,Fieldwork,False,54.8,True,Medium,12.0,55.97,Medium
45.8,,Semi-Urban,0.0,High,41.5,Remote,False,74.9,False,Medium,6.0,31.41,Medium
58.2,Car,Semi-Urban,2.0,Moderate,55.2,Fieldwork,True,60.1,False,Low,15.0,60.09,Medium
80.3,Two-wheeler,Semi-Urban,3.0,High,55.7,Fieldwork,True,50.3,False,Medium,1.0,48.21,Medium
65.8,,Urban,5.0,Low,33.7,Remote,False,41.8,False,High,15.0,67.66,Medium
,None,Urban,1.0,Moderate,57.8,Factory,False,47.6,False,Low,28.0,44.4,Medium
34.8,Two-wheeler,Rural,5.0,Low,58.7,Factory,False,32.7,False,Medium,14.0,53.09,Medium
0.0,Car,Urban,2.0,,58.1,Factory,False,30.4,False,High,23.0,44.07,Medium
41.6,Public Only,Rural,1.0,Moderate,34.7,Office,True,45.2,False,High,5.0,30.5,Medium
38.5,Two-wheeler,Semi-Urban,1.0,Moderate,62.2,Remote,False,50.1,False,Low,39.0,31.53,Medium
52.8,Public Only,Urban,0.0,Low,69.3,,False,64.5,False,High,36.0,42.43,Medium
41.9,,Urban,2.0,Moderate,39.8,Fieldwork,False,27.4,False,High,37.0,52.22,Medium
38.6,Car,Rural,3.0,Low,43.9,Remote,False,50.2,True,Medium,28.0,51.81,Medium
9.4,None,Urban,1.0,Moderate,71.8,Office,False,58.5,False,,37.0,26.01,Low
26.2,,Rural,2.0,Moderate,83.7,Remote,False,30.4,False,Low,19.0,25.8,Low
54.5,Public Only,Urban,1.0,Moderate,57.5,Office,False,40.8,False,,37.0,38.47,Medium
79.3,Two-wheeler,Semi-Urban,1.0,Low,53.3,Fieldwork,False,65.2,True,Medium,22.0,47.32,Medium
43.0,Public Only,Rural,3.0,Low,63.0,Factory,False,48.8,False,Medium,7.0,44.43,Medium
51.6,None,Rural,,Moderate,80.3,Office,False,9.7,True,Low,20.0,26.04,Low
64.0,Two-wheeler,Urban,1.0,High,47.2,Office,False,65.5,False,Low,11.0,48.87,Medium
28.8,None,Semi-Urban,,Moderate,52.7,Office,False,51.8,False,High,3.0,32.3,Medium
52.3,Car,Urban,0.0,High,52.3,Fieldwork,False,17.9,False,Low,24.0,47.32,Medium
,None,Urban,2.0,High,38.7,Fieldwork,False,32.4,False,Medium,21.0,47.3,Medium
62.3,Two-wheeler,Urban,3.0,,72.8,Office,False,47.5,True,Low,29.0,42.87,Medium
,Two-wheeler,Urban,4.0,,63.9,Office,False,56.2,False,Medium,7.0,40.87,Medium
51.0,Public Only,Urban,3.0,Moderate,29.7,Factory,False,70.6,False,Medium,11.0,59.87,Medium
29.3,Two-wheeler,Urban,0.0,High,59.8,Factory,False,32.0,True,High,15.0,25.65,Low
,,Rural,2.0,Moderate,84.9,Factory,False,41.0,False,Medium,24.0,45.87,Medium
,None,Semi-Urban,1.0,Moderate,64.1,Remote,False,67.7,False,Low,12.0,39.75,Medium
24.8,Public Only,Urban,0.0,Low,84.1,Office,False,70.9,False,High,22.0,34.98,Medium
38.2,Public Only,Rural,1.0,Moderate,51.6,Remote,True,43.5,False,Low,26.0,29.18,Low
49.6,Two-wheeler,Urban,0.0,Moderate,74.5,Fieldwork,False,39.3,False,,10.0,35.47,Medium
60.7,Car,Urban,3.0,Low,79.7,Remote,False,60.0,True,,23.0,54.86,Medium
33.8,,Semi-Urban,,Low,58.9,Fieldwork,False,8.6,False,High,40.0,46.87,Medium
0.0,,Urban,1.0,Moderate,53.8,,False,49.7,False,High,22.0,30.56,Medium
72.2,Car,Semi-Urban,2.0,Moderate,76.5,Factory,True,49.5,False,,18.0,56.0,Medium
60.2,None,Urban,3.0,Moderate,68.1,Office,True,40.6,True,Medium,26.0,41.97,Medium
10.1,None,Urban,4.0,Moderate,74.3,Factory,True,59.4,False,Medium,5.0,47.11,Medium
32.8,None,Urban,1.0,Low,66.2,Fieldwork,False,71.8,True,Low,30.0,49.37,Medium
76.4,Car,Rural,2.0,,58.8,Remote,True,30.5,False,Low,27.0,58.34,Medium
74.0,None,Semi-Urban,1.0,High,58.7,Office,True,35.4,False,Low,3.0,35.88,Medium
63.8,Public Only,Semi-Urban,1.0,Moderate,54.7,Remote,False,63.3,False,Medium,2.0,29.45,Low
41.5,Public Only,Semi-Urban,4.0,Low,66.0,Remote,False,21.0,True,High,37.0,45.04,Medium
46.7,Two-wheeler,Urban,3.0,Low,57.3,Factory,False,39.4,False,High,22.0,56.62,Medium
42.4,Car,Semi-Urban,2.0,Low,63.8,Factory,True,93.4,False,High,23.0,64.92,Medium
67.6,None,Urban,2.0,Moderate,48.1,Factory,False,53.8,True,Low,3.0,52.52,Medium
,Public Only,Urban,0.0,Moderate,47.2,Fieldwork,True,44.3,False,,19.0,42.02,Medium
,,Semi-Urban,1.0,Moderate,68.8,Factory,True,15.5,False,Medium,6.0,41.73,Medium
65.2,Car,Urban,1.0,Moderate,65.8,Office,True,1.9,False,Medium,32.0,48.37,Medium
44.1,None,Urban,1.0,Moderate,53.6,Remote,True,71.3,True,Medium,2.0,30.4,Medium
,,Rural,2.0,Moderate,80.7,Fieldwork,False,26.7,False,Low,11.0,48.61,Medium
31.6,None,Semi-Urban,,High,47.7,Office,True,50.9,False,High,26.0,36.88,Medium
43.9,None,Semi-Urban,,High,66.6,Fieldwork,False,75.5,False,Low,21.0,40.85,Medium
26.6,None,Urban,0.0,Moderate,66.9,Office,False,40.0,True,,30.0,18.93,Low
45.1,Car,Urban,1.0,Low,60.8,Fieldwork,False,40.8,False,Low,10.0,56.88,Medium
15.4,Car,Semi-Urban,2.0,Moderate,79.0,Remote,False,63.9,False,Medium,12.0,35.97,Medium
35.2,None,Semi-Urban,6.0,Moderate,84.4,Fieldwork,False,77.1,False,Low,24.0,62.05,Medium
16.3,,Semi-Urban,0.0,,42.7,Remote,False,66.9,False,Low,19.0,50.69,Medium
58.9,None,Rural,3.0,Low,25.9,,False,79.4,True,Medium,,59.5,Medium
59.3,Two-wheeler,Rural,1.0,High,52.7,Fieldwork,False,3.8,True,High,31.0,27.6,Low
,Car,Urban,1.0,Moderate,45.3,Office,False,58.4,False,High,,38.98,Medium
71.7,Car,Rural,0.0,Low,53.4,Remote,False,75.7,True,Low,22.0,43.3,Medium
94.9,Two-wheeler,Semi-Urban,2.0,Moderate,87.3,Office,False,59.0,False,Medium,26.0,39.26,Medium
45.9,Two-wheeler,Semi-Urban,4.0,Low,100.0,Fieldwork,False,47.1,True,Low,3.0,51.34,Medium
32.2,Two-wheeler,Urban,3.0,Low,45.8,,False,25.5,False,Low,39.0,68.62,Medium
101.5,,Semi-Urban,2.0,Moderate,63.4,Remote,False,35.3,False,Low,,42.37,Medium
,None,Rural,2.0,Moderate,63.0,Remote,False,80.0,False,Low,34.0,31.56,Medium
45.4,Public Only,Semi-Urban,3.0,High,65.2,Factory,False,49.3,True,Medium,6.0,35.79,Medium
48.6,Two-wheeler,Semi-Urban,1.0,Moderate,39.4,Remote,False,37.4,False,Low,23.0,39.37,Medium
71.9,Public Only,Urban,2.0,Low,78.5,Office,False,19.0,True,Medium,14.0,41.92,Medium
