student_id,age,gender,ethnicity,major,gpa_current,gpa_history,attendance_rate,enrollment_gap_months,credits_completed,financial_aid_status,academic_warning_count,advisor_meeting_count,advising_notes,counseling_notes,gpa_by_semester,attendance_by_semester,dropout_risk,next_semester_dropout,dropout_type,dropout_duration,dropout_cause
S1961,28,Male,Black,Psychology,3.84,3.64,0.7,3,100,True,0,4,Student discussed academic goals and current challenges.,,"[3.53, 2.26, 2.97, 3.79]","[0.66, 0.91, 0.5, 0.5]",False,False,None,0,None
S1962,23,Other,Asian,Biology,3.96,3.73,0.8,0,75,False,0,2,Student discussed academic goals and current challenges.,,"[2.87, 3.46, 2.17, 3.13]","[0.65, 0.79, 0.8, 0.56]",False,False,None,0,None
S1963,23,Male,White,Biology,3.05,2.8,0.65,0,116,False,2,5,Student discussed academic goals and current challenges.,,"[3.85, 1.77, 3.87, 1.77]","[0.73, 0.97, 0.62, 0.52]",False,False,None,0,None
S1964,29,Other,Hispanic,Biology,3.64,3.64,0.94,2,36,False,3,1,Student discussed academic goals and current challenges.,,"[3.35, 2.5, 1.68, 3.42]","[0.54, 0.96, 0.53, 0.74]",False,False,None,0,None
S1965,18,Female,White,Electrical Engineering,2.94,2.92,0.7,0,53,False,3,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.69, 3.0, 2.93, 1.6]","[0.88, 0.97, 0.67, 0.59]",False,False,None,0,None
S1966,21,Other,White,Biology,3.26,2.92,0.81,0,104,True,3,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.74, 1.59, 2.64, 3.56]","[0.66, 0.69, 0.95, 0.92]",False,False,None,0,None
S1967,26,Other,Black,Biology,3.14,2.91,0.94,3,36,False,1,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.66, 1.84, 1.95, 3.08]","[0.81, 0.78, 0.63, 0.69]",False,False,None,0,None
S1968,27,Other,Other,Computer Science,2.07,1.62,0.99,0,22,False,3,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.86, 2.78, 1.78, 3.07]","[0.87, 0.7, 0.86, 0.66]",True,True,Permanent,0,Mental Health
S1969,28,Male,Other,Business,2.34,2.17,0.98,0,114,True,3,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.53, 1.89, 2.03, 2.42]","[0.94, 0.57, 0.56, 0.75]",True,False,Transfer,2,Financial
S1970,26,Other,Black,Psychology,2.92,2.69,0.72,3,31,False,2,0,Student discussed academic goals and current challenges.,,"[2.28, 2.96, 3.33, 2.36]","[0.83, 0.95, 0.86, 0.86]",True,False,Temporary,2,Other
S1971,18,Male,Other,Computer Science,1.66,1.56,0.53,0,107,False,3,5,Student discussed academic goals and current challenges.,,"[1.83, 3.53, 3.53, 2.97]","[0.88, 0.59, 0.58, 0.93]",True,True,Temporary,1,Other
S1972,22,Female,Hispanic,Electrical Engineering,1.82,1.42,0.78,0,100,True,2,4,Student discussed academic goals and current challenges.,,"[3.38, 1.67, 2.04, 2.66]","[0.8, 0.67, 0.65, 0.52]",False,False,None,0,None
S1973,28,Male,Black,Biology,3.43,3.36,0.72,3,116,False,1,0,Student discussed academic goals and current challenges.,,"[3.76, 2.08, 2.23, 3.63]","[0.73, 0.51, 0.75, 0.54]",False,False,None,0,None
S1974,27,Other,White,Computer Science,2.6,2.2,0.55,1,79,False,2,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.69, 2.35, 2.31, 1.59]","[0.83, 0.77, 0.73, 0.95]",False,False,None,0,None
S1975,21,Female,White,Psychology,1.52,1.48,0.61,0,38,True,2,3,Student discussed academic goals and current challenges.,,"[2.22, 2.21, 2.37, 2.73]","[0.71, 0.57, 0.58, 0.67]",False,False,None,0,None
S1976,20,Other,Black,Psychology,2.75,2.32,0.79,2,72,False,1,1,Student discussed academic goals and current challenges.,,"[1.81, 2.83, 2.45, 1.84]","[0.99, 0.68, 0.81, 0.75]",False,False,None,0,None
S1977,18,Female,Black,Biology,3.06,2.94,0.62,0,23,True,3,4,Student discussed academic goals and current challenges.,,"[3.47, 1.76, 3.59, 2.52]","[0.63, 0.79, 0.91, 0.89]",True,False,Permanent,0,Other
S1978,25,Other,White,Biology,1.59,1.44,0.71,2,82,True,0,4,Student discussed academic goals and current challenges.,,"[1.89, 3.65, 2.32, 2.42]","[0.52, 0.66, 0.94, 0.51]",True,False,Transfer,1,Mental Health
S1979,18,Female,Other,Business,3.93,3.74,0.78,0,47,False,2,4,Student discussed academic goals and current challenges.,,"[2.97, 1.86, 2.15, 2.87]","[0.62, 0.84, 0.75, 0.89]",True,True,Transfer,3,Other
S1980,29,Female,Black,Biology,2.34,2.18,0.58,0,45,False,3,1,Student discussed academic goals and current challenges.,,"[1.7, 3.95, 3.8, 3.29]","[0.71, 0.6, 0.61, 0.72]",False,False,None,0,None
S1981,29,Other,Black,Business,2.86,2.62,0.69,0,105,False,3,3,Student discussed academic goals and current challenges.,,"[2.47, 1.59, 2.51, 3.8]","[0.65, 0.66, 0.53, 0.81]",False,False,None,0,None
S1982,18,Male,Asian,Psychology,3.14,2.7,0.95,0,80,True,3,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.95, 2.3, 3.36, 2.83]","[0.8, 0.7, 0.98, 0.79]",True,True,Temporary,2,Mental Health
S1983,27,Female,Black,Computer Science,1.52,1.23,0.86,2,90,True,3,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.9, 2.06, 3.31, 2.83]","[0.61, 0.6, 0.54, 0.9]",True,False,Transfer,2,Financial
S1984,21,Other,Asian,Computer Science,3.64,3.34,0.84,2,65,True,3,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.97, 3.48, 3.98, 3.92]","[0.74, 0.85, 0.56, 0.72]",False,False,None,0,None
S1985,26,Female,Other,Electrical Engineering,3.13,2.8,0.83,0,22,False,0,5,Student discussed academic goals and current challenges.,,"[3.9, 1.67, 2.57, 3.68]","[0.88, 0.91, 0.99, 0.69]",False,False,None,0,None
S1986,19,Female,White,Psychology,2.48,2.43,0.95,1,33,True,0,2,Student discussed academic goals and current challenges.,,"[3.24, 2.14, 3.32, 3.99]","[0.9, 0.67, 0.95, 0.53]",True,True,Permanent,0,Other
S1987,18,Other,White,Business,3.4,3.22,1.0,0,69,False,3,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.44, 3.6, 3.91, 2.59]","[0.78, 0.81, 0.97, 0.63]",True,False,Permanent,0,Other
S1988,29,Female,Asian,Business,1.66,1.53,0.79,0,67,False,2,3,Student discussed academic goals and current challenges.,,"[2.38, 2.88, 3.11, 2.54]","[0.95, 0.68, 0.56, 0.57]",True,True,Permanent,0,Financial
S1989,22,Other,Hispanic,Electrical Engineering,3.98,3.6,0.92,2,37,True,1,4,Student discussed academic goals and current challenges.,,"[3.03, 3.88, 3.54, 3.67]","[0.77, 0.66, 0.85, 0.72]",True,True,Permanent,0,Financial
S1990,28,Other,Asian,Psychology,2.48,2.24,0.93,1,112,True,1,0,Student discussed academic goals and current challenges.,,"[1.92, 3.16, 2.57, 3.62]","[0.89, 0.86, 0.85, 0.78]",True,True,Transfer,3,Mental Health
S1991,21,Female,Asian,Psychology,3.14,2.91,0.73,3,100,True,0,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.53, 1.54, 3.77, 2.07]","[0.85, 0.78, 0.77, 0.86]",False,False,None,0,None
S1992,27,Male,Hispanic,Business,2.6,2.23,0.97,2,48,False,1,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.69, 2.58, 3.1, 3.86]","[0.56, 0.73, 0.6, 0.95]",False,False,None,0,None
S1993,27,Female,Other,Computer Science,1.53,1.46,0.92,3,28,True,3,2,Student discussed academic goals and current challenges.,,"[3.72, 3.94, 2.89, 2.91]","[0.65, 0.79, 0.72, 0.65]",False,False,None,0,None
S1994,23,Female,Hispanic,Psychology,2.58,2.19,0.78,1,115,False,2,1,Student discussed academic goals and current challenges.,,"[2.55, 3.59, 2.69, 3.97]","[0.72, 0.82, 0.53, 0.83]",False,False,None,0,None
S1995,18,Male,Other,Electrical Engineering,2.04,1.63,0.79,1,77,True,0,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.64, 3.77, 2.62, 2.2]","[0.57, 0.84, 0.66, 0.95]",False,False,None,0,None
S1996,26,Female,Asian,Biology,3.11,2.83,0.52,2,110,True,3,3,Student discussed academic goals and current challenges.,,"[3.75, 3.44, 2.85, 1.87]","[0.67, 0.79, 0.94, 0.63]",False,False,None,0,None
S1997,25,Female,White,Psychology,3.94,3.44,0.54,2,61,True,2,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.5, 2.98, 2.86, 2.11]","[0.95, 0.55, 0.52, 0.8]",False,False,None,0,None
S1998,21,Other,Asian,Business,2.76,2.28,0.85,3,100,True,3,5,Student discussed academic goals and current challenges.,,"[2.36, 3.88, 2.11, 2.68]","[0.97, 0.89, 0.98, 0.8]",False,False,None,0,None
S1999,23,Male,Hispanic,Business,2.2,1.84,0.78,3,45,False,1,3,Student discussed academic goals and current challenges.,,"[3.34, 2.75, 3.01, 2.26]","[0.6, 0.77, 0.72, 0.7]",True,True,Permanent,0,Financial
S2000,18,Female,Hispanic,Computer Science,3.63,3.47,0.8,0,105,True,1,0,Student discussed academic goals and current challenges.,,"[2.09, 1.63, 3.99, 3.34]","[0.54, 0.51, 0.86, 0.72]",False,False,None,0,None
S2001,21,Male,Hispanic,Electrical Engineering,3.15,2.85,0.71,0,49,False,0,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.2, 2.34, 2.45, 3.34]","[0.96, 0.81, 0.89, 0.59]",True,False,Transfer,1,Financial
S2002,28,Female,Hispanic,Computer Science,3.71,3.43,0.81,1,118,True,2,4,Student discussed academic goals and current challenges.,,"[2.97, 3.08, 3.51, 3.95]","[0.9, 0.85, 0.57, 0.91]",False,False,None,0,None
S2003,22,Female,Other,Psychology,3.43,3.31,0.95,1,52,True,3,2,Student discussed academic goals and current challenges.,,"[3.18, 2.28, 3.25, 2.47]","[0.5, 0.58, 0.94, 0.61]",True,True,Permanent,0,Academic
S2004,27,Female,Asian,Electrical Engineering,1.87,1.69,0.71,1,83,False,2,0,Student discussed academic goals and current challenges.,,"[2.76, 3.13, 2.3, 1.6]","[0.75, 0.51, 0.98, 0.9]",False,False,None,0,None
S2005,28,Female,Other,Electrical Engineering,3.9,3.51,0.95,3,74,True,3,5,Student discussed academic goals and current challenges.,,"[3.27, 3.84, 1.97, 3.09]","[0.87, 0.96, 0.82, 0.99]",True,True,Transfer,2,Financial
S2006,22,Female,Asian,Psychology,2.42,2.34,0.51,1,82,False,1,0,Student discussed academic goals and current challenges.,,"[2.67, 3.37, 1.94, 1.53]","[0.71, 0.83, 0.75, 0.95]",False,False,None,0,None
S2007,29,Male,Black,Computer Science,2.79,2.3,0.53,0,69,True,1,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.4, 2.15, 3.64, 2.44]","[0.51, 0.7, 0.83, 0.63]",True,True,Temporary,2,Other
S2008,20,Other,Black,Biology,1.64,1.35,0.88,0,116,False,0,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.46, 1.56, 3.41, 3.79]","[0.62, 0.71, 0.56, 0.73]",False,False,None,0,None
S2009,22,Male,Hispanic,Biology,2.79,2.35,0.6,1,94,False,2,0,Student discussed academic goals and current challenges.,,"[3.1, 2.97, 1.84, 3.61]","[0.74, 0.58, 0.56, 0.98]",True,False,Permanent,0,Mental Health
S2010,22,Other,Hispanic,Business,3.77,3.56,0.69,3,103,False,0,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.63, 3.7, 3.74, 2.1]","[0.6, 0.75, 0.95, 0.66]",False,False,None,0,None
S2011,27,Other,Black,Business,3.27,2.88,0.78,2,57,True,2,2,Student discussed academic goals and current challenges.,,"[3.41, 2.51, 3.37, 3.87]","[0.75, 0.71, 0.54, 0.95]",False,False,None,0,None
S2012,20,Male,Other,Electrical Engineering,1.66,1.39,0.92,0,28,True,2,1,Student discussed academic goals and current challenges.,,"[3.51, 2.15, 2.25, 3.15]","[0.85, 0.85, 0.84, 0.7]",True,True,Permanent,0,Financial
S2013,21,Other,White,Biology,1.68,1.43,0.94,2,47,True,2,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.62, 1.91, 2.37, 3.55]","[0.69, 0.8, 0.75, 0.86]",True,True,Temporary,3,Academic
S2014,27,Other,Other,Psychology,3.8,3.48,0.64,3,86,True,3,4,Student discussed academic goals and current challenges.,,"[3.59, 1.92, 3.24, 2.06]","[0.53, 0.74, 0.58, 0.86]",True,True,Temporary,3,Academic
S2015,29,Male,Asian,Biology,2.5,2.46,0.88,3,77,True,3,2,Student discussed academic goals and current challenges.,,"[2.95, 3.73, 2.71, 3.82]","[0.68, 0.86, 0.65, 0.5]",False,False,None,0,None
S2016,27,Female,Black,Electrical Engineering,3.12,2.64,0.76,1,42,True,3,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.49, 2.29, 1.74, 2.58]","[0.67, 0.56, 0.65, 0.94]",True,True,Temporary,2,Financial
S2017,28,Other,Asian,Biology,3.5,3.27,0.53,1,103,True,3,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.38, 2.04, 1.79, 3.7]","[0.72, 0.81, 0.75, 0.94]",False,False,None,0,None
S2018,23,Male,White,Business,2.15,1.86,0.62,0,32,True,3,4,Student discussed academic goals and current challenges.,,"[2.3, 2.19, 2.52, 3.9]","[0.76, 0.78, 0.97, 0.96]",False,False,None,0,None
S2019,27,Male,Asian,Biology,3.38,3.06,0.66,3,29,True,2,1,Student discussed academic goals and current challenges.,,"[1.54, 3.93, 2.68, 2.48]","[0.7, 0.71, 0.62, 0.66]",False,False,None,0,None
S2020,29,Other,Other,Electrical Engineering,3.13,2.87,1.0,0,106,True,1,0,Student discussed academic goals and current challenges.,,"[2.81, 1.79, 1.83, 3.24]","[0.96, 0.86, 0.54, 0.7]",False,False,None,0,None
S2021,28,Male,White,Computer Science,3.54,3.23,0.5,0,79,False,1,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.63, 1.89, 3.34, 3.8]","[0.52, 0.7, 1.0, 0.87]",False,False,None,0,None
S2022,18,Other,Hispanic,Psychology,3.74,3.37,0.55,0,30,False,0,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.91, 2.81, 2.17, 3.57]","[0.5, 0.61, 0.8, 0.55]",False,False,None,0,None
S2023,21,Male,Asian,Business,2.59,2.16,0.81,2,79,True,3,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.13, 2.81, 3.02, 2.46]","[0.99, 0.85, 0.65, 0.53]",False,False,None,0,None
S2024,24,Female,Other,Psychology,3.31,2.97,0.98,0,78,True,0,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.97, 2.68, 3.72, 2.67]","[0.71, 0.79, 0.63, 0.68]",False,False,None,0,None
S2025,29,Other,Black,Electrical Engineering,2.31,2.29,0.98,2,64,True,2,2,Student discussed academic goals and current challenges.,,"[3.76, 2.71, 2.93, 2.73]","[0.87, 0.78, 0.64, 0.57]",False,False,None,0,None
S2026,18,Male,Asian,Electrical Engineering,2.4,2.39,0.98,1,55,False,0,0,Student discussed academic goals and current challenges.,,"[1.69, 2.37, 3.56, 3.12]","[0.64, 0.92, 0.75, 0.75]",False,False,None,0,None
S2027,26,Female,Hispanic,Electrical Engineering,3.65,3.54,0.59,2,35,True,2,4,Student discussed academic goals and current challenges.,,"[1.55, 2.49, 3.85, 3.68]","[0.76, 0.78, 0.5, 0.61]",False,False,None,0,None
S2028,20,Male,Asian,Business,1.58,1.2,0.92,0,75,True,3,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.07, 3.75, 3.3, 2.37]","[0.79, 0.66, 1.0, 0.87]",True,True,Temporary,3,Other
S2029,24,Male,Asian,Psychology,3.05,2.88,0.51,3,90,True,3,2,Student discussed academic goals and current challenges.,,"[3.96, 3.3, 1.71, 2.49]","[0.76, 0.92, 0.86, 0.68]",True,True,Temporary,1,Other
S2030,19,Male,Hispanic,Business,2.94,2.88,0.62,0,27,True,1,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.21, 2.7, 3.17, 1.7]","[0.93, 0.53, 0.57, 0.79]",False,False,None,0,None
S2031,23,Other,White,Business,3.02,2.66,0.69,0,117,False,3,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.35, 2.32, 2.73, 3.79]","[0.98, 0.96, 0.63, 0.62]",True,False,Temporary,1,Mental Health
S2032,28,Male,Asian,Psychology,2.29,2.1,0.81,2,79,True,0,4,Student discussed academic goals and current challenges.,,"[3.51, 2.69, 3.5, 2.76]","[0.69, 0.85, 0.95, 0.66]",True,True,Permanent,0,Financial
S2033,23,Other,Other,Electrical Engineering,3.65,3.19,0.75,2,61,True,2,1,Student discussed academic goals and current challenges.,,"[2.57, 3.99, 1.99, 1.73]","[0.54, 0.92, 0.72, 0.5]",False,False,None,0,None
S2034,26,Male,Asian,Psychology,3.69,3.29,0.62,0,62,False,2,4,Student discussed academic goals and current challenges.,,"[3.08, 2.57, 3.75, 2.8]","[0.75, 0.53, 0.96, 0.59]",False,False,None,0,None
S2035,18,Male,Other,Psychology,2.38,2.0,0.66,2,69,False,0,4,Student discussed academic goals and current challenges.,,"[2.91, 3.64, 3.74, 3.12]","[0.86, 0.77, 0.69, 0.82]",True,False,Transfer,2,Financial
S2036,25,Male,White,Psychology,2.54,2.38,0.69,0,90,False,2,1,Student discussed academic goals and current challenges.,,"[2.74, 2.97, 2.41, 3.03]","[0.94, 0.98, 0.79, 0.52]",False,False,None,0,None
S2037,25,Other,Black,Biology,3.26,3.09,0.57,0,58,True,3,1,Student discussed academic goals and current challenges.,,"[3.76, 2.85, 3.25, 3.57]","[0.9, 0.94, 0.98, 0.72]",False,False,None,0,None
S2038,18,Male,Asian,Psychology,1.94,1.66,0.97,1,80,False,1,4,Student discussed academic goals and current challenges.,,"[2.43, 2.96, 1.53, 2.33]","[0.53, 0.76, 0.91, 0.6]",False,False,None,0,None
S2039,22,Female,Other,Psychology,3.47,3.13,0.98,1,40,False,3,3,Student discussed academic goals and current challenges.,,"[1.58, 1.77, 2.87, 2.98]","[0.51, 0.79, 0.92, 0.86]",False,False,None,0,None
S2040,26,Male,Hispanic,Psychology,2.99,2.94,0.6,0,21,True,1,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.63, 3.56, 3.36, 3.08]","[0.84, 0.9, 0.83, 0.66]",False,False,None,0,None
S2041,18,Male,Hispanic,Electrical Engineering,3.74,3.73,0.85,0,108,False,0,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.73, 1.79, 3.27, 2.37]","[0.55, 0.69, 0.94, 0.99]",True,False,Temporary,2,Academic
S2042,25,Female,White,Electrical Engineering,3.72,3.47,0.86,2,38,True,2,3,Student discussed academic goals and current challenges.,,"[1.54, 3.63, 2.8, 3.05]","[0.55, 0.72, 0.61, 0.63]",False,False,None,0,None
S2043,29,Other,Other,Computer Science,3.97,3.59,0.79,0,22,False,0,3,Student discussed academic goals and current challenges.,,"[3.93, 2.9, 2.13, 2.08]","[0.81, 0.76, 0.5, 0.92]",False,False,None,0,None
S2044,21,Male,Hispanic,Electrical Engineering,3.05,2.76,0.8,3,72,False,0,4,Student discussed academic goals and current challenges.,,"[2.42, 2.97, 2.21, 3.95]","[0.63, 0.73, 0.94, 0.54]",False,False,None,0,None
S2045,25,Female,Asian,Computer Science,1.59,1.11,0.83,0,115,True,3,1,Student discussed academic goals and current challenges.,,"[2.72, 2.63, 2.33, 3.89]","[0.91, 0.83, 0.58, 0.87]",False,False,None,0,None
S2046,18,Other,Asian,Business,2.56,2.1,0.58,0,78,False,3,2,Student discussed academic goals and current challenges.,,"[2.36, 1.91, 2.21, 3.36]","[0.74, 0.69, 0.68, 0.6]",True,False,Transfer,2,Financial
S2047,22,Other,Asian,Biology,3.06,2.99,0.99,3,117,True,3,1,Student discussed academic goals and current challenges.,,"[1.97, 1.8, 3.68, 3.85]","[0.54, 0.67, 0.98, 0.54]",False,False,None,0,None
S2048,22,Male,Other,Business,3.29,3.03,0.64,0,54,True,1,5,Student discussed academic goals and current challenges.,,"[1.7, 2.74, 3.25, 2.96]","[0.72, 0.61, 0.65, 0.85]",True,True,Transfer,2,Academic
S2049,29,Female,White,Electrical Engineering,3.36,3.12,0.65,3,51,False,3,4,Student discussed academic goals and current challenges.,,"[1.91, 3.12, 2.11, 3.76]","[0.55, 0.83, 0.9, 0.68]",False,False,None,0,None
S2050,27,Other,Black,Electrical Engineering,2.03,1.72,0.91,0,45,False,2,4,Student discussed academic goals and current challenges.,,"[3.72, 3.92, 1.68, 2.68]","[0.77, 0.55, 0.69, 0.66]",True,True,Permanent,0,Financial
S2051,25,Other,Black,Business,3.89,3.72,0.61,0,69,False,3,0,Student discussed academic goals and current challenges.,,"[2.62, 3.73, 3.66, 2.6]","[0.69, 0.97, 0.86, 0.96]",True,False,Permanent,0,Academic
S2052,20,Male,White,Business,1.74,1.25,0.76,3,93,True,3,5,Student discussed academic goals and current challenges.,,"[1.73, 3.27, 3.34, 2.21]","[0.65, 0.73, 0.51, 0.89]",False,False,None,0,None
S2053,25,Male,Hispanic,Biology,3.01,2.61,0.81,0,59,False,2,3,Student discussed academic goals and current challenges.,,"[2.26, 3.58, 3.46, 1.55]","[0.62, 0.77, 0.86, 0.94]",False,False,None,0,None
S2054,26,Female,Hispanic,Biology,2.77,2.51,0.61,2,87,False,2,4,Student discussed academic goals and current challenges.,,"[2.93, 3.79, 2.82, 1.84]","[0.79, 0.55, 0.6, 0.52]",False,False,None,0,None
S2055,26,Other,Asian,Electrical Engineering,1.71,1.48,0.97,3,80,False,3,0,Student discussed academic goals and current challenges.,,"[2.59, 1.56, 3.81, 1.53]","[0.79, 0.98, 0.62, 0.63]",False,False,None,0,None
S2056,19,Male,Hispanic,Electrical Engineering,1.67,1.65,0.91,0,112,False,3,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.55, 2.85, 2.26, 2.59]","[0.53, 0.97, 0.81, 0.87]",False,False,None,0,None
S2057,21,Male,Black,Business,3.45,3.05,0.63,1,96,True,2,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.21, 3.91, 2.25, 3.65]","[0.97, 0.87, 0.62, 0.67]",True,True,Temporary,2,Academic
S2058,29,Female,Hispanic,Biology,3.58,3.16,0.82,0,71,True,3,5,Student discussed academic goals and current challenges.,,"[3.32, 3.78, 3.33, 3.57]","[0.87, 0.82, 0.71, 0.95]",False,False,None,0,None
S2059,26,Female,Hispanic,Computer Science,3.3,3.17,0.58,0,114,True,2,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.06, 3.99, 1.92, 3.47]","[0.85, 0.66, 0.67, 0.78]",True,False,Temporary,3,Mental Health
S2060,22,Female,Other,Business,2.06,1.75,0.62,2,116,False,1,5,Student discussed academic goals and current challenges.,,"[3.25, 3.5, 3.3, 3.25]","[0.98, 0.8, 0.82, 0.92]",False,False,None,0,None
S2061,28,Female,Other,Biology,3.33,3.21,0.69,3,49,False,2,3,Student discussed academic goals and current challenges.,,"[3.99, 3.03, 3.47, 2.34]","[0.92, 0.81, 0.85, 0.65]",False,False,None,0,None
S2062,27,Female,Other,Electrical Engineering,2.57,2.55,0.98,3,44,False,1,1,Student discussed academic goals and current challenges.,,"[2.92, 2.39, 3.44, 2.86]","[0.72, 0.98, 0.7, 0.7]",False,False,None,0,None
S2063,19,Female,Black,Psychology,2.56,2.4,0.88,3,21,True,1,5,Student discussed academic goals and current challenges.,,"[2.65, 2.26, 2.06, 2.03]","[0.7, 1.0, 0.5, 0.6]",True,False,Temporary,1,Mental Health
S2064,18,Female,Hispanic,Electrical Engineering,2.38,2.15,0.57,2,35,False,1,1,Student discussed academic goals and current challenges.,,"[1.57, 3.71, 3.72, 2.02]","[0.58, 0.77, 0.82, 0.98]",True,True,Temporary,1,Financial
S2065,22,Other,Black,Electrical Engineering,2.67,2.3,0.92,2,65,True,0,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.54, 3.38, 2.1, 1.51]","[0.94, 0.72, 0.62, 0.63]",True,True,Temporary,1,Other
S2066,23,Female,White,Electrical Engineering,3.81,3.51,0.99,0,81,True,2,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.73, 2.96, 3.03, 3.32]","[0.88, 0.89, 0.83, 0.61]",False,False,None,0,None
S2067,24,Other,White,Business,3.31,3.03,0.76,3,32,False,0,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.06, 2.76, 3.02, 1.52]","[0.89, 0.91, 0.98, 0.59]",False,False,None,0,None
S2068,23,Male,Other,Business,1.74,1.57,0.75,0,72,True,0,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.52, 3.38, 3.4, 2.47]","[0.88, 0.69, 0.95, 0.59]",True,False,Temporary,3,Other
S2069,24,Female,Black,Computer Science,2.88,2.72,0.71,0,71,True,0,1,Student discussed academic goals and current challenges.,,"[2.43, 1.7, 2.4, 1.96]","[0.98, 0.86, 0.87, 0.72]",False,False,None,0,None
S2070,26,Other,White,Business,2.48,2.08,0.66,3,46,False,2,5,Student discussed academic goals and current challenges.,,"[2.25, 3.04, 2.1, 2.67]","[0.6, 0.78, 0.63, 0.52]",True,False,Transfer,2,Financial
S2071,18,Other,Hispanic,Business,1.82,1.64,0.74,1,34,False,3,3,Student discussed academic goals and current challenges.,,"[3.57, 1.65, 1.92, 3.49]","[0.5, 0.64, 0.79, 0.8]",False,False,None,0,None
S2072,29,Male,Black,Biology,3.13,2.92,0.78,0,37,False,2,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.25, 1.86, 1.54, 3.06]","[0.56, 0.89, 0.93, 0.97]",True,False,Temporary,1,Other
S2073,25,Female,Asian,Business,2.71,2.53,0.75,1,42,False,0,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.16, 3.37, 1.94, 2.11]","[0.51, 0.86, 0.81, 0.85]",False,False,None,0,None
S2074,18,Other,Other,Electrical Engineering,3.22,2.92,0.68,1,28,True,0,5,Student discussed academic goals and current challenges.,,"[1.79, 3.45, 3.3, 3.14]","[0.58, 0.63, 0.7, 0.64]",False,False,None,0,None
S2075,28,Male,Asian,Computer Science,3.1,2.82,0.61,3,40,False,0,2,Student discussed academic goals and current challenges.,,"[1.69, 1.61, 1.9, 1.58]","[0.87, 0.62, 0.68, 0.91]",False,False,None,0,None
S2076,21,Other,Asian,Biology,3.2,3.07,0.91,2,41,False,0,5,Student discussed academic goals and current challenges.,,"[2.34, 1.85, 2.17, 1.63]","[0.8, 0.57, 0.88, 0.61]",False,False,None,0,None
S2077,29,Other,Other,Biology,2.69,2.3,0.62,0,46,False,1,4,Student discussed academic goals and current challenges.,,"[2.74, 1.87, 2.72, 1.85]","[0.72, 0.56, 0.61, 0.8]",False,False,None,0,None
S2078,24,Female,Hispanic,Electrical Engineering,2.62,2.28,0.77,0,82,True,0,5,Student discussed academic goals and current challenges.,,"[2.72, 1.78, 2.68, 2.11]","[0.67, 0.58, 0.62, 0.54]",False,False,None,0,None
